Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2022-03-20 22:00:43.846 -0500,"Aborted",0:00:18,1,0,1,"20220320_220043.846/LogFile.txt","","",0
