Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2022-03-15 14:22:26.742 -0500,"Failure",0:00:00,1,0,0,"20220315_142226.742/LogFile.txt","","Connection Failed -- Unable to connect to Server: on port:0\nNo Host Specified",0
